Asset_ID,Asset_Type,Acquisition_Date,Acquisition_Cost,Depreciation_Method,Depreciation_Rate,Book_Value,Useful_Life,Years_in_Service,Maintenance_Cost,Repair_Frequency,Condition_Score,Utilization_Percentage,Retired
A16541,Building,2024-03-14,28862,Straight-Line,14,26581.51,8,0,3519,5,7,46,0
A16542,Building,2016-08-15,64293,Straight-Line,8,22384.53,27,8,15999,3,1,91,1
A16543,Vehicle,2014-05-28,180095,Straight-Line,14,-81294.39,26,10,18656,12,5,68,0
A16544,Equipment,2006-09-19,174668,Declining Balance,5,16940.4,10,18,14588,2,9,7,1
A16545,Machine,2007-07-27,180801,Declining Balance,15,-285888.49,15,17,2383,3,6,74,1
A16546,Furniture,2012-05-26,121520,Straight-Line,18,-149113.36,22,12,9917,14,8,30,0
A16547,Vehicle,2020-10-04,209269,Declining Balance,15,83449.6,25,4,10771,6,2,52,1
A16548,Machine,2021-07-23,68941,Declining Balance,14,37976.1,6,3,14049,5,5,26,0
A16549,Machine,2013-02-25,145980,Declining Balance,11,-40598.44,26,11,6990,7,8,100,0
A16550,Building,2018-05-08,114959,Declining Balance,6,70682.46,10,6,5676,15,5,12,0
A16551,Equipment,2011-03-05,141889,Straight-Line,14,-128267.66,22,13,1260,10,4,6,0
A16552,Equipment,2011-11-16,53427,Declining Balance,20,-84400.02,6,12,6688,6,4,71,1
A16553,Building,2009-06-17,164096,Straight-Line,16,-238006.64,15,15,16194,8,1,18,1
A16554,Building,2022-04-21,8368,Straight-Line,16,5070.32,18,2,14987,12,7,13,0
A16555,Machine,2005-02-01,103341,Straight-Line,18,-262927.82,17,19,5241,10,9,57,1
A16556,Vehicle,2013-05-22,184012,Declining Balance,6,58329.28,21,11,9501,3,2,83,1
A16557,Building,2008-04-29,156552,Declining Balance,13,-178220.51,10,16,6757,8,7,63,1
A16558,Equipment,2022-11-16,6203,Declining Balance,13,4678.59,19,1,13361,15,1,5,1
A16559,Furniture,2014-11-28,182999,Declining Balance,16,-105788.46,30,9,9451,15,2,96,1
A16560,Furniture,2013-04-30,194824,Straight-Line,20,-251082.77,18,11,2426,7,6,29,0
A16561,Furniture,2010-01-11,234060,Declining Balance,18,-387167.3,7,14,19271,6,3,68,1
A16562,Building,2010-08-12,89107,Straight-Line,10,-37083.16,28,14,10103,5,2,71,1
A16563,Furniture,2022-09-22,121041,Straight-Line,9,98805.93,10,2,685,5,3,40,1
A16564,Furniture,2017-09-18,14030,Declining Balance,12,2152.55,30,7,4000,10,8,17,0
A16565,Furniture,2006-05-21,168084,Straight-Line,16,-326534.25,7,18,16742,15,1,16,1
A16566,Furniture,2012-02-10,136852,Declining Balance,9,-19114.29,14,12,10748,11,10,91,0
A16567,Furniture,2008-03-12,202937,Straight-Line,13,-234495.09,25,16,3465,14,4,54,0
A16568,Building,2009-12-28,141096,Declining Balance,19,-255225.27,7,14,10777,9,10,97,1
A16569,Furniture,2007-12-14,60437,Declining Balance,8,-20909.55,16,16,8155,1,3,83,1
A16570,Furniture,2012-01-31,169867,Straight-Line,20,-261269.41,24,12,7782,12,1,35,1
A16571,Machine,2016-12-14,142713,Declining Balance,6,75782.56,12,7,1352,11,10,29,0
A16572,Machine,2009-07-15,187699,Straight-Line,17,-298539.12,14,15,16692,12,3,59,1
A16573,Vehicle,2013-01-19,6950,Declining Balance,12,-2824.94,10,11,17366,7,9,57,1
A16574,Equipment,2019-09-24,35579,Straight-Line,12,14067.84,9,5,3147,2,5,26,0
A16575,Furniture,2010-08-20,121460,Straight-Line,11,-67455.22,25,14,9744,11,9,56,0
A16576,Vehicle,2014-04-09,125671,Declining Balance,13,-45892.29,9,10,11440,13,5,20,1
A16577,Building,2008-01-22,193093,Straight-Line,16,-323401.68,29,16,17641,2,1,82,1
A16578,Machine,2021-08-10,191563,Declining Balance,8,143152.67,26,3,3464,9,2,56,1
A16579,Vehicle,2022-05-19,90904,Straight-Line,9,71380.81,25,2,13600,2,6,96,0
A16580,Equipment,2020-05-22,200307,Declining Balance,8,130150.16,16,4,16632,4,8,72,0
A16581,Vehicle,2009-12-21,15029,Declining Balance,7,-543.93,6,14,8330,1,2,76,1
A16582,Furniture,2009-04-05,147959,Straight-Line,5,33179.3,16,15,8701,10,8,3,0
A16583,Equipment,2014-12-10,112840,Straight-Line,5,57378.37,8,9,8438,9,1,56,1
A16584,Machine,2012-07-01,170617,Straight-Line,8,3085.13,15,12,13771,14,5,68,0
A16585,Vehicle,2012-08-26,207969,Declining Balance,9,-18893.84,21,12,3597,9,7,36,0
A16586,Vehicle,2011-10-18,152223,Straight-Line,14,-124355.76,10,12,13742,8,2,61,1
A16587,Furniture,2005-06-30,232269,Declining Balance,14,-394742.76,29,19,2526,12,7,42,0
A16588,Furniture,2014-12-27,193349,Straight-Line,20,-184979.37,28,9,408,11,2,75,1
A16589,Machine,2023-02-17,226295,Declining Balance,9,192983.14,27,1,9746,15,8,62,0
A16590,Furniture,2015-01-13,83488,Straight-Line,12,-14062.58,22,9,12434,5,6,29,0
A16591,Furniture,2005-10-29,69112,Declining Balance,10,-61859.97,29,18,2225,5,1,56,1
A16592,Furniture,2008-07-12,173196,Declining Balance,12,-164465.02,17,16,8391,4,7,7,0
A16593,Machine,2017-08-24,175668,Straight-Line,16,-24545.39,24,7,14824,10,9,17,0
A16594,Vehicle,2020-03-22,143575,Straight-Line,20,13059.42,22,4,6005,8,2,4,1
A16595,Vehicle,2023-08-23,191962,Straight-Line,5,181180.57,27,1,12864,3,1,52,1
A16596,Vehicle,2020-09-13,127197,Straight-Line,18,34109.71,9,4,245,7,5,53,0
A16597,Equipment,2006-09-08,85872,Declining Balance,18,-193750.76,14,18,13965,13,5,59,1
A16598,Building,2007-11-13,41010,Straight-Line,16,-69943.96,30,16,6210,6,1,12,1
A16599,Building,2014-01-25,45776,Declining Balance,6,16376.52,25,10,9599,12,6,28,0
A16600,Building,2023-03-05,172067,Straight-Line,11,141938.78,29,1,9243,6,2,33,1
A16601,Furniture,2019-03-05,247338,Declining Balance,13,67452.12,26,5,17043,8,10,17,0
A16602,Furniture,2011-12-28,27592,Straight-Line,6,6428.56,14,12,7075,15,4,54,0
A16603,Vehicle,2007-12-23,216664,Declining Balance,12,-220130.62,13,16,15711,15,9,63,1
A16604,Furniture,2013-08-05,152418,Declining Balance,20,-188330.19,5,11,16606,14,3,94,1
A16605,Equipment,2013-08-30,42986,Declining Balance,19,-47749.79,24,11,808,2,2,11,1
A16606,Machine,2021-11-04,105414,Declining Balance,13,65353.79,8,2,19390,7,9,70,0
A16607,Furniture,2011-02-06,204635,Declining Balance,12,-131145.81,16,13,13351,0,6,100,0
A16608,Building,2024-04-05,129409,Declining Balance,10,122885.37,23,0,10250,6,5,63,0
A16609,Furniture,2023-03-29,157471,Straight-Line,8,138246.6,16,1,3387,5,10,83,0
A16610,Machine,2006-09-08,118515,Declining Balance,9,-74443.65,21,18,903,14,8,92,0
A16611,Machine,2021-04-26,176061,Straight-Line,17,72821.72,17,3,18262,14,9,21,0
A16612,Furniture,2021-04-05,130506,Declining Balance,8,93892.81,28,3,18580,8,10,42,0
A16613,Furniture,2011-05-03,27270,Straight-Line,10,-9376.4,6,13,19699,14,8,74,1
A16614,Equipment,2023-04-04,195229,Straight-Line,13,156915.98,11,1,19641,15,3,80,1
A16615,Building,2014-03-27,116793,Straight-Line,19,-117029.79,27,10,17062,3,10,8,0
A16616,Equipment,2013-06-20,148987,Declining Balance,8,14253.77,25,11,7203,0,1,66,1
A16617,Furniture,2024-04-28,218595,Declining Balance,7,211845.51,22,0,815,2,4,32,0
A16618,Building,2022-06-07,191886,Straight-Line,13,133657.8,29,2,2045,1,6,70,0
A16619,Furniture,2008-09-27,170878,Declining Balance,11,-130536.75,13,16,10403,6,8,76,1
A16620,Vehicle,2024-06-27,110743,Straight-Line,12,107065.73,11,0,19884,10,8,91,0
A16621,Equipment,2005-08-24,112598,Declining Balance,12,-145902.33,5,19,17433,4,7,52,1
A16622,Furniture,2016-10-17,174125,Declining Balance,5,104689.67,17,7,2663,2,10,48,0
A16623,Machine,2014-10-30,40742,Straight-Line,17,-28120.91,23,9,12105,9,9,84,0
A16624,Machine,2019-03-26,138181,Declining Balance,13,38717.18,11,5,16557,9,6,74,0
A16625,Building,2016-08-28,80568,Straight-Line,18,-37078.94,26,8,15710,14,8,40,0
A16626,Building,2010-12-14,228568,Declining Balance,14,-213726.74,10,13,1988,13,2,22,1
A16627,Equipment,2018-04-11,245794,Straight-Line,18,-41481.95,17,6,5923,3,9,16,0
A16628,Machine,2016-09-07,153094,Declining Balance,9,41696.09,23,8,10572,14,5,11,0
A16629,Vehicle,2013-09-14,22202,Declining Balance,18,-22031.68,10,11,11337,0,6,95,1
A16630,Furniture,2006-05-25,54537,Straight-Line,13,-75779.54,24,18,5192,5,7,99,0
A16631,Equipment,2020-01-17,112380,Straight-Line,11,53991.66,15,4,16438,6,9,50,0
A16632,Furniture,2009-09-03,91721,Straight-Line,9,-32939.15,13,15,12481,10,8,73,1
A16633,Furniture,2010-10-20,187090,Declining Balance,11,-100464.77,22,13,17316,13,8,75,0
A16634,Furniture,2015-10-28,105112,Straight-Line,11,1652.99,19,8,17011,2,10,67,0
A16635,Vehicle,2016-09-19,83609,Declining Balance,10,16286.58,8,8,17005,14,6,60,0
A16636,Building,2016-11-16,176643,Straight-Line,13,-4612.08,8,7,11454,12,2,14,1
A16637,Vehicle,2009-11-09,218700,Declining Balance,19,-401179.68,12,14,5315,13,9,54,1
A16638,Equipment,2006-02-26,59393,Declining Balance,14,-95448.62,5,18,10404,14,1,14,1
A16639,Machine,2023-12-11,177421,Declining Balance,17,152630.67,6,0,4883,9,5,80,0
A16640,Building,2017-12-26,225205,Straight-Line,6,133543.48,9,6,7545,13,10,72,0
A16641,Building,2013-11-08,15762,Declining Balance,9,274.22,10,10,19299,13,9,65,0
A16642,Machine,2008-06-13,186840,Declining Balance,6,3818.7,17,16,14158,11,10,88,0
A16643,Equipment,2006-09-01,197151,Straight-Line,18,-445507.25,11,18,11397,13,6,50,1
A16644,Furniture,2019-05-27,141520,Straight-Line,19,-2795.5,30,5,9031,9,8,77,0
A16645,Building,2013-03-03,92771,Declining Balance,12,-36396.73,23,11,11237,3,4,91,0
A16646,Furniture,2006-01-28,207750,Declining Balance,9,-141918.86,28,18,11557,1,10,37,0
A16647,Equipment,2022-05-01,93072,Straight-Line,5,81737.62,22,2,6670,2,8,49,0
A16648,Vehicle,2017-09-09,195809,Straight-Line,18,-53710.68,14,7,496,2,6,76,0
A16649,Equipment,2023-03-19,11879,Straight-Line,6,10771.81,28,1,2372,1,3,49,1
A16650,Equipment,2016-01-06,39222,Straight-Line,17,-19161.83,10,8,12702,15,10,88,0
A16651,Vehicle,2014-05-08,146165,Straight-Line,6,54765.82,18,10,17543,15,6,54,0
A16652,Building,2017-01-21,219797,Straight-Line,8,84185.26,15,7,2696,14,7,0,0
A16653,Vehicle,2016-09-22,46298,Declining Balance,19,-24460.57,5,8,13166,4,7,55,1
A16654,Vehicle,2024-02-29,247595,Declining Balance,10,232671.47,19,0,11482,10,1,79,1
A16655,Equipment,2023-11-22,168354,Declining Balance,12,150697.59,12,0,10199,9,7,13,0
A16656,Equipment,2019-11-03,17016,Declining Balance,7,11145.25,16,4,9925,0,3,94,1
A16657,Vehicle,2011-03-30,230705,Straight-Line,13,-175127.22,29,13,15188,4,4,87,0
A16658,Building,2018-09-10,37027,Straight-Line,6,23526.85,20,6,6234,15,2,5,1
A16659,Vehicle,2017-11-07,193638,Straight-Line,7,99869.46,10,6,4714,1,8,2,0
A16660,Equipment,2024-05-06,17706,Declining Balance,9,17038.02,8,0,860,1,1,99,1
A16661,Furniture,2020-07-08,155551,Straight-Line,11,82842.63,7,4,11765,6,5,74,0
A16662,Furniture,2008-01-10,219164,Declining Balance,9,-111239.24,29,16,18725,1,8,56,0
A16663,Vehicle,2023-01-24,234904,Straight-Line,13,182948.38,29,1,12312,0,2,75,1
A16664,Building,2022-11-25,128995,Straight-Line,19,83267.16,22,1,14541,11,5,91,0
A16665,Building,2017-03-20,48258,Straight-Line,6,26387.21,7,7,10199,1,8,74,0
A16666,Building,2005-02-19,8788,Straight-Line,7,-3294.42,22,19,3414,4,1,47,1
A16667,Equipment,2016-08-29,163212,Declining Balance,17,-61796.98,24,8,15284,1,8,75,0
A16668,Equipment,2009-11-03,73926,Straight-Line,19,-135839.53,27,14,19632,7,1,13,1
A16669,Building,2008-04-30,137867,Straight-Line,11,-111551.4,23,16,18413,2,1,54,1
A16670,Furniture,2024-01-09,58472,Straight-Line,14,52394.12,26,0,14491,8,8,46,0
A16671,Building,2020-06-10,222330,Straight-Line,18,49204.98,8,4,16851,5,3,13,1
A16672,Machine,2016-12-28,79261,Straight-Line,18,-31708.74,7,7,10498,12,1,52,1
A16673,Furniture,2019-03-27,26199,Declining Balance,19,-1349.43,9,5,448,6,6,98,0
A16674,Building,2018-04-29,64831,Straight-Line,10,23054.97,10,6,14112,8,7,65,0
A16675,Machine,2009-03-20,155821,Declining Balance,14,-183595.56,9,15,7929,1,4,11,1
A16676,Furniture,2018-10-01,30946,Declining Balance,14,4868.27,10,6,19910,12,9,43,0
A16677,Vehicle,2016-09-16,144178,Straight-Line,5,86072.29,7,8,7033,9,4,39,1
A16678,Furniture,2023-08-05,199928,Straight-Line,20,153040.78,13,1,298,2,2,71,1
A16679,Equipment,2006-07-30,160122,Declining Balance,6,-14731.22,26,18,14003,15,8,9,0
A16680,Building,2006-04-11,147176,Declining Balance,11,-152349.34,29,18,8459,12,4,90,0
A16681,Furniture,2019-09-11,196228,Declining Balance,8,116575.56,13,5,19297,15,9,68,0
A16682,Equipment,2011-04-19,23089,Declining Balance,7,1307.53,23,13,9432,13,4,74,0
A16683,Equipment,2013-01-16,217470,Declining Balance,16,-190634.8,17,11,9902,8,4,69,0
A16684,Furniture,2020-11-28,160190,Declining Balance,7,116934.31,21,3,9993,5,8,46,0
A16685,Building,2008-02-14,172296,Declining Balance,7,-28572.81,14,16,10004,3,7,44,1
A16686,Furniture,2010-08-07,245888,Declining Balance,10,-102666.66,24,14,11515,5,7,68,0
A16687,Building,2015-08-14,65344,Declining Balance,19,-48299.06,29,9,14484,7,3,54,1
A16688,Machine,2017-08-24,200743,Declining Balance,14,549.98,10,7,14851,11,2,34,1
A16689,Vehicle,2004-12-17,161852,Declining Balance,9,-126807.72,14,19,9041,6,5,93,1
A16690,Vehicle,2020-01-23,200956,Declining Balance,6,144203.82,28,4,104,11,9,41,0
A16691,Building,2013-03-06,246069,Straight-Line,18,-267480.37,17,11,16511,0,7,31,0
A16692,Machine,2024-01-17,77132,Straight-Line,10,71574.27,9,0,10368,0,4,15,0
A16693,Equipment,2011-01-23,218046,Straight-Line,11,-110845.03,22,13,11268,0,4,23,0
A16694,Equipment,2022-07-24,125860,Declining Balance,13,89774.39,27,2,7826,15,10,10,0
A16695,Furniture,2005-06-24,230081,Straight-Line,6,-36333.89,6,19,218,6,4,39,1
A16696,Building,2019-04-28,166410,Straight-Line,7,102964.48,30,5,474,15,3,56,1
A16697,Furniture,2023-07-20,158952,Declining Balance,9,141550.02,13,1,11323,5,7,55,0
A16698,Building,2006-07-18,167430,Straight-Line,19,-412588.8,30,18,4880,10,10,62,0
A16699,Furniture,2007-04-26,237188,Declining Balance,12,-259776.1,26,17,1095,11,9,92,0
A16700,Vehicle,2015-08-11,182468,Declining Balance,7,65448.52,10,9,2047,3,8,47,0
A16701,Equipment,2018-11-08,223527,Straight-Line,5,157418.12,13,5,14802,6,9,61,0
A16702,Building,2005-09-15,145085,Straight-Line,14,-242287.98,25,19,11714,5,10,64,0
A16703,Building,2020-09-03,171108,Declining Balance,6,129085.75,17,4,11336,10,7,76,0
A16704,Equipment,2010-08-11,18014,Straight-Line,13,-15156.44,15,14,11254,8,8,49,0
A16705,Furniture,2016-11-12,13688,Straight-Line,14,-1458.8,11,7,16284,3,6,38,0
A16706,Furniture,2024-08-06,35630,Declining Balance,17,34617.72,12,0,8322,9,8,90,0
A16707,Furniture,2013-07-18,241629,Straight-Line,14,-138172.07,29,11,10535,6,7,91,0
A16708,Building,2005-06-12,194320,Straight-Line,17,-444284.73,22,19,4353,5,10,62,0
A16709,Building,2015-02-26,48671,Straight-Line,12,-7494.0,6,9,7187,3,8,43,1
A16710,Vehicle,2019-10-25,149375,Declining Balance,5,112379.11,7,4,11838,3,5,100,0
A16711,Equipment,2017-02-08,191220,Declining Balance,15,-28578.22,28,7,17184,10,2,72,1
A16712,Machine,2019-04-30,168194,Declining Balance,10,76678.03,28,5,19031,8,3,98,1
A16713,Equipment,2013-02-25,15769,Declining Balance,6,4775.63,18,11,12647,9,9,14,0
A16714,Machine,2018-07-14,189656,Straight-Line,7,106872.46,29,6,13545,7,8,18,0
A16715,Building,2016-12-06,82819,Declining Balance,10,17902.52,25,7,8174,11,2,62,1
A16716,Machine,2022-04-14,89253,Straight-Line,16,53806.11,18,2,18755,1,6,71,0
A16717,Building,2024-03-01,41807,Declining Balance,11,39047.74,21,0,4614,0,7,78,0
A16718,Vehicle,2019-04-25,216776,Straight-Line,8,122178.52,30,5,1248,7,5,90,0
A16719,Equipment,2021-10-13,132191,Declining Balance,20,53311.0,10,2,1889,2,4,0,0
A16720,Machine,2007-07-15,104253,Straight-Line,11,-93464.96,13,17,8131,2,10,71,1
A16721,Vehicle,2017-03-28,37262,Declining Balance,7,17617.27,28,7,19029,9,7,99,0
A16722,Building,2024-09-09,22883,Declining Balance,10,22713.73,13,0,3056,6,5,68,0
A16723,Vehicle,2006-12-13,47496,Straight-Line,11,-45644.31,9,17,19894,5,7,14,1
A16724,Furniture,2011-04-27,216081,Declining Balance,7,12568.22,5,13,5410,5,1,16,1
A16725,Machine,2018-07-20,154738,Declining Balance,11,48880.25,30,6,2951,3,8,16,0
A16726,Furniture,2011-08-09,95874,Straight-Line,7,7488.68,20,13,13575,13,8,92,0
A16727,Machine,2006-10-12,30989,Straight-Line,9,-19205.54,14,17,11702,0,9,13,1
A16728,Equipment,2010-07-06,65658,Declining Balance,8,-9260.48,18,14,16185,13,4,7,0
A16729,Vehicle,2022-03-10,133183,Straight-Line,9,102280.9,11,2,11207,1,8,80,0
A16730,Equipment,2007-10-23,163593,Declining Balance,19,-363790.49,27,16,4160,11,2,88,1
A16731,Equipment,2010-01-09,109948,Straight-Line,20,-214413.66,16,14,3189,8,9,25,0
A16732,Vehicle,2014-01-13,201952,Declining Balance,12,-58250.7,14,10,6433,2,7,66,0
A16733,Building,2009-01-19,159010,Declining Balance,18,-291018.8,29,15,2775,1,7,22,0
A16734,Vehicle,2014-04-05,158213,Declining Balance,11,-24737.58,6,10,14397,11,3,4,1
A16735,Equipment,2004-11-06,141538,Declining Balance,20,-422597.57,23,19,2807,9,4,48,0
A16736,Machine,2022-09-07,132145,Declining Balance,8,110132.9,17,2,14786,3,4,72,0
A16737,Building,2008-03-31,29083,Declining Balance,14,-38215.86,17,16,7021,15,4,95,0
A16738,Machine,2012-03-27,64692,Declining Balance,10,-16412.27,10,12,6092,2,10,3,1
A16739,Furniture,2022-12-14,249288,Declining Balance,11,199553.34,28,1,5073,13,5,72,0
A16740,Building,2024-02-15,247631,Straight-Line,9,233343.03,23,0,7779,13,7,89,0
A16741,Vehicle,2014-08-28,208098,Declining Balance,14,-86591.57,25,10,7112,3,7,83,0
A16742,Furniture,2017-10-22,220197,Declining Balance,12,36245.03,6,6,2771,10,7,55,0
A16743,Equipment,2023-08-04,140136,Declining Balance,7,128606.45,14,1,5454,4,9,85,0
A16744,Equipment,2012-03-12,134673,Straight-Line,6,33037.32,28,12,6767,5,10,16,0
A16745,Machine,2009-06-10,210886,Declining Balance,7,-15478.45,10,15,16982,7,5,31,1
A16746,Equipment,2021-11-17,214705,Declining Balance,15,121705.38,11,2,5384,10,6,90,0
A16747,Furniture,2018-05-04,50028,Declining Balance,7,27509.92,19,6,17097,12,6,38,0
A16748,Equipment,2013-05-25,226314,Declining Balance,14,-134101.9,20,11,7014,8,3,51,1
A16749,Vehicle,2017-06-30,10334,Straight-Line,11,2065.38,5,7,13242,2,3,9,1
A16750,Furniture,2012-05-26,236185,Declining Balance,15,-202148.48,16,12,1742,12,5,54,0
A16751,Vehicle,2007-06-24,128427,Declining Balance,10,-93734.12,7,17,1875,1,5,77,1
A16752,Furniture,2013-04-16,217042,Declining Balance,10,-32169.79,29,11,18109,2,7,5,0
A16753,Equipment,2005-04-21,163560,Declining Balance,19,-441620.96,14,19,14910,4,4,56,1
A16754,Building,2014-11-18,70742,Straight-Line,11,-6221.42,9,9,18992,14,6,17,0
A16755,Building,2017-11-14,59834,Straight-Line,16,-6209.62,5,6,6199,14,7,77,1
A16756,Equipment,2023-01-28,38119,Straight-Line,20,25231.64,5,1,6585,12,8,92,0
A16757,Machine,2012-12-20,96277,Declining Balance,19,-119626.15,13,11,3161,9,8,5,0
A16758,Building,2014-12-02,42845,Straight-Line,11,-3587.24,24,9,14051,13,3,52,1
A16759,Building,2013-11-28,245310,Straight-Line,14,-127762.82,24,10,1797,14,5,52,0
A16760,Equipment,2015-05-18,89729,Straight-Line,15,-36715.14,23,9,7194,3,1,82,1
A16761,Building,2024-07-11,181220,Straight-Line,13,175604.66,21,0,3757,12,10,28,0
A16762,Equipment,2006-04-25,62716,Straight-Line,19,-157290.01,14,18,5371,9,9,92,1
A16763,Vehicle,2014-11-06,78531,Straight-Line,16,-46154.71,17,9,17528,10,1,16,1
A16764,Equipment,2024-09-30,19803,Straight-Line,7,19780.21,15,0,2731,1,6,88,0
A16765,Machine,2017-09-01,161632,Declining Balance,7,81285.4,15,7,15687,2,6,100,0
A16766,Furniture,2015-10-30,87839,Declining Balance,6,40709.17,27,8,14144,9,2,19,1
A16767,Vehicle,2020-02-07,20804,Declining Balance,16,5273.39,23,4,14905,13,5,12,0
A16768,Furniture,2016-08-27,14423,Straight-Line,17,-5474.42,16,8,6480,6,9,47,0
A16769,Machine,2017-01-09,169899,Declining Balance,20,-93281.53,6,7,4349,5,4,45,1
A16770,Equipment,2013-07-29,10919,Declining Balance,20,-13533.58,13,11,10586,0,8,8,0
A16771,Furniture,2024-08-16,64698,Straight-Line,20,62890.0,14,0,4719,8,3,13,1
A16772,Machine,2017-07-27,187553,Straight-Line,18,-55515.69,28,7,1812,13,7,100,0
A16773,Building,2018-04-09,249284,Declining Balance,14,22483.37,21,6,11456,4,6,2,0
A16774,Furniture,2012-02-14,77916,Straight-Line,12,-40379.7,14,12,18354,2,1,41,1
A16775,Machine,2019-03-01,124413,Declining Balance,6,82569.33,6,5,5333,12,6,28,0
A16776,Building,2020-06-22,135077,Declining Balance,13,59689.23,26,4,2358,10,2,2,1
A16777,Furniture,2013-03-17,73242,Straight-Line,17,-70747.76,19,11,15421,15,7,46,0
A16778,Building,2021-03-11,162963,Straight-Line,19,52259.78,30,3,19953,11,9,3,0
A16779,Building,2024-08-01,103388,Straight-Line,7,102079.36,28,0,7888,14,4,65,0
A16780,Vehicle,2012-02-11,214812,Straight-Line,14,-165929.03,28,12,16950,10,9,72,0
A16781,Equipment,2020-09-19,202516,Declining Balance,9,128711.4,6,4,19710,6,9,40,0
A16782,Machine,2011-09-08,47569,Declining Balance,13,-33364.77,14,13,6912,14,9,61,0
A16783,Furniture,2007-03-09,105652,Straight-Line,17,-210311.16,16,17,11143,11,3,60,1
A16784,Machine,2017-04-21,187140,Declining Balance,7,89340.12,6,7,7849,11,7,63,1
A16785,Vehicle,2020-10-26,218728,Straight-Line,10,132375.38,30,3,7183,3,7,73,0
A16786,Vehicle,2020-09-06,153595,Straight-Line,10,90852.49,7,4,17327,1,3,20,1
A16787,Machine,2020-05-21,121898,Declining Balance,16,36455.85,28,4,6099,10,6,51,0
A16788,Equipment,2024-04-01,130430,Straight-Line,18,118337.53,12,0,11512,15,9,36,0
A16789,Machine,2018-06-25,19529,Declining Balance,18,-2573.55,21,6,2145,5,3,92,1
A16790,Equipment,2023-10-27,135493,Straight-Line,11,121405.44,20,0,5935,6,5,94,0
A16791,Machine,2008-09-14,190657,Declining Balance,18,-360879.75,11,16,19652,5,3,47,1
A16792,Furniture,2023-05-24,66160,Declining Balance,18,49813.95,14,1,9103,0,2,74,1
A16793,Furniture,2015-04-26,225397,Declining Balance,7,76221.24,24,9,16357,12,6,27,0
A16794,Building,2015-05-13,43967,Straight-Line,12,-5671.14,29,9,10569,13,3,0,1
A16795,Equipment,2019-08-16,220795,Declining Balance,18,16308.58,27,5,56,1,8,63,0
A16796,Vehicle,2018-04-04,228832,Declining Balance,18,-39409.26,11,6,19711,13,9,71,0
A16797,Equipment,2018-03-20,135907,Declining Balance,10,46841.37,16,6,1170,14,3,69,1
A16798,Furniture,2018-09-25,160427,Declining Balance,14,24868.38,14,6,18542,1,10,98,0
